recorded_at,point,visit,sample_count,valid_count,valid_ratio,x_abs_m,y_abs_m,z_abs_m,raw_x_abs_m,raw_y_abs_m,raw_z_abs_m,std_x_cm,std_y_cm,std_z_cm,yaw_deg,speed_median_m_s,speed_p90_m_s,speed_max_m_s,position_span_m,confidence_min,confidence_median,confidence_3_ratio,pose_age_max_s,x_m,y_m,distance_from_origin_m,step_from_previous_m,closure_xy_m
2026-07-30 09:31:16,H,1,60,60,1.0,5.6424604700617894e-05,2.100960075554357e-05,0.0001707736696648549,6.01906212978065e-05,2.410255365248304e-05,0.00016744662570999935,0.0026401647558234563,0.0020930336084452363,0.003921241446621933,-0.019325049794758124,0.0008613800790121915,0.0013910221043741578,0.0021144975817485243,0.0001540843075405069,2,2.0,0.0,0.004196299999989606,0.0,0.0,0.0,0.0,
2026-07-30 09:31:34,A,1,60,60,1.0,0.8623775925709791,-0.37294050221435393,0.0047747944282865796,0.8623644411563873,-0.3729255944490433,0.004774201195687056,0.10960576539827481,0.08070004057173873,0.03129434565541636,-0.4021289046248512,0.0030058763628781167,0.006387062881865358,0.011555606813338783,0.005694709427003087,3,3.0,1.0,0.004765637999980754,0.8623211679662786,-0.37296151181510945,0.9395201360365507,0.9395201360365507,
2026-07-30 09:31:55,B,1,60,60,1.0,2.331870481167438,-0.33434129501943455,0.022404844485686262,2.331829071044922,-0.33431050181388855,0.022469372488558292,0.07193838128472789,0.048528382590171434,0.02819734103967371,-0.31160162433773914,0.005179927144413946,0.007230320700090112,0.00989311289255521,0.0036456817591643794,3,3.0,1.0,0.0103890660000161,2.331814056562737,-0.33436230462019007,2.355664438143619,1.4699997443644812,
2026-07-30 09:32:18,C,1,60,60,1.0,2.531242753282809,-1.8288976935385963,0.011382777308383133,2.53123676776886,-1.8288849592208862,0.011396467685699463,0.026623406656495166,0.11950062105039252,0.09617688904527379,-1.816134379937867,0.004487513576320965,0.007042389414567032,0.008808971194033064,0.004103948299978017,3,3.0,1.0,0.004294030999972165,2.531186328678108,-1.828918703139352,3.122794878499049,1.507795785656338,
2026-07-30 09:32:42,D,1,60,60,1.0,1.0230648299204477,-1.9260625188898555,0.004732237597240603,1.0229158401489258,-1.9261615872383118,0.004757107933983207,0.2744798082348886,0.21064245840774562,0.07298985305035938,-5.3004072274431575,0.00928068812142295,0.012991746795226482,0.019202442985456147,0.01018369158347242,3,3.0,1.0,0.004643070000042826,1.023008405315747,-1.926083528490611,2.180904389483755,1.5113046191298247,
