recorded_at,point,visit,sample_count,valid_count,valid_ratio,x_abs_m,y_abs_m,z_abs_m,raw_x_abs_m,raw_y_abs_m,raw_z_abs_m,std_x_cm,std_y_cm,std_z_cm,yaw_deg,speed_median_m_s,speed_p90_m_s,speed_max_m_s,position_span_m,confidence_min,confidence_median,confidence_3_ratio,pose_age_max_s,x_m,y_m,distance_from_origin_m,step_from_previous_m,closure_xy_m
2026-07-30 09:46:52,H,1,60,60,1.0,-0.00032852704482433484,-9.400781501720418e-05,0.00046411026661621587,-0.0003416868421481922,-8.855992564349435e-05,0.00045612515532411635,0.058216869351449506,0.017374740284312847,0.029031466103283,-0.015872008188233318,0.0027571321749050486,0.005512029301812109,0.015451195730438804,0.003289461406779699,2,2.0,0.0,0.004627275999837366,0.0,0.0,0.0,0.0,
